config_tag,sample_idx,video_id,qa_type,question,answer_options,prune_text,prune_gaze,prune_random,prune_alpha,prune_ratio,prune_layer,input_preprocessing_s,vision_encoder_s,decode_s,tokens_generated,decode_ms_per_token,correct_answer,predicted_answer,correct,cot_output,scene_description,llm_judge_score,llm_judge_reasoning,llm_coverage_scene,llm_coverage_relevance,llm_coverage_logic,llm_coverage_final,llm_coverage_breakdown,llm_pref_winner,llm_pref_reasoning
caption_no_prune,76,dafc891e-05f0-4734-88c6-1f818ac67a23,temporal,What did the viewer look at immediately after moving jigsaw pieces from the first box to the table?,A: The second box on the table.|B: The puzzle pieces in her left hand.|C: The bowl on the table.|D: The scissors on the side.|E: The kitchen counter.,0,0,0,,,,0.2926,0.9583,8.5013,201,42.295,The camera wearer moves jigsaw pieces from the first box to the table The camera wearer picks jigsaw pieces from the first box The camera wearer drops the pieces in her left hand The camera wearer moves the jigsaw pieces on her left hand The camera wearer drops a jigsaw piece in the second box The camera wearer moves jigsaw pieces from her left hand to the bowl on the table The camera wearer drops the pieces in the second box The camera wearer moves jigsaw pieces from the table to the second box,"The person in the video is engaged in the process of assembling a puzzle. They are seen handling a box filled with puzzle pieces. The person's hands are actively sorting through the pieces, picking them up and placing them into a separate container. The background shows a kitchen setting with various items such as a stove, a sink, and a refrigerator. The person appears to be focused on organizing the puzzle pieces, possibly preparing to start a new puzzle or organizing the pieces for a previous puzzle. The overall scene suggests a leisurely activity, likely a hobby or a form of mental stimulation. The person's actions are deliberate and methodical, indicating a sense of organization and attention to detail. The kitchen environment adds a casual and homey atmosphere to the scene. The video captures the person's hands and the puzzle pieces, emphasizing the tactile experience of handling and sorting the puzzle pieces. The person's focus and the organized manner in which they handle the puzzle pieces suggest a level of skill and experience in puzzle assembly.",,,,,,,,,,,,
caption_random_r0.5,80,566ad4e5-1ce4-4679-9d19-ef63072c848c,spatial,Where is the object that you focused on for the longest time relative to the cards in your hand?,"A: The object is on the table, directly in front of the cards in my hand.|B: The object is near the edge of the table, to the left of the cards in my hand.|C: The object is on the floor, behind the cards in my hand.|D: The object is on the table, to the right of the cards in my hand and slightly above them.|E: The object is on the couch, to the right of the cards in my hand.",0,0,1,,0.5,10,0.3039,0.95,8.535,222,38.446,Another person man Y opens a sachet Another person woman T puts cards on the table The camera wearer takes the cards Another person woman T takes a paper Another person woman T puts a sachet on the table The camera wearer looks at man Y The camera wearer opens a box Another person woman T puts a card on the table,"The video shows a group of people in a living room, engaged in a card game. The focus is on a person seated at a table, holding a deck of cards. The person is wearing a plaid shirt and appears to be in the middle of a shuffle or distribution of the cards. Another person, partially visible, is also holding a deck of cards, suggesting that they are participating in the game.  The room is furnished with a couch, a coffee table, and a TV in the background. The lighting is natural, indicating that the scene is taking place in a well-lit room. The individuals are focused on their cards, indicating that the game is in progress. The overall atmosphere is casual and social, typical of a friendly gathering or a game night. The video captures the dynamic interaction between the players as they engage in the card game.   The actions depicted include the shuffling of cards, the distribution of cards, and the interaction between players, all of which contribute to the ongoing gameplay. The scene is dynamic, with the players' movements and expressions reflecting the intensity of the game.",,,,,,,,,,,,
caption_random_r0.5,81,dafc891e-05f0-4734-88c6-1f818ac67a23,causal,"Why did I move jigsaw pieces from the first box to the second bowl, given the observed changes in my attention?","A: I was trying to sort the pieces by color, and my gaze shifted towards the second bowl as a designated area for certain colors.|B: I was distracted by the scissors on the table and accidentally moved the pieces to the second bowl.|C: I was organizing the puzzle pieces into different bowls based on their shapes, and my gaze indicated that the second bowl was meant for corner pieces.|D: I was influenced by someone else's suggestion to put specific pieces in the second bowl.|E: I was randomly placing pieces without any particular pattern or focus.",0,0,1,,0.5,10,0.3042,0.951,8.3682,218,38.386,The camera wearer moves jigsaw pieces from the table to the second bowl The camera wearer moves the jigsaw pieces in the second box The camera wearer moves jigsaw pieces from the second box to the second bowl The camera wearer moves the jigsaw pieces in the second box The camera wearer moves jigsaw pieces from the first box to the table The camera wearer moves jigsaw pieces from the first box to the second bowl The camera wearer picks jigsaw pieces from the first box The camera wearer moves jigsaw pieces from her left hand to the first bowl,"The person in the video is engaged in the process of assembling a jigsaw puzzle. They are seen sorting through a box of puzzle pieces, which is placed on a table. The person's hands are actively engaged in the task, with one hand holding the box and the other hand reaching into the box to pick up and place the puzzle pieces. The table is cluttered with various items, including a bowl, a pair of scissors, and a cup. The person appears to be methodically organizing the puzzle pieces, possibly to ensure they are in the correct order for the puzzle. The overall scene suggests a casual, leisurely activity, likely taking place in a home or a similar setting. The person's focus and the organized nature of the task indicate a level of concentration and attention to detail. The video captures the simplicity and satisfaction of a quiet, solitary activity. The background elements, such as the bowl and scissors, add context to the setting, suggesting a domestic environment. The person's actions are deliberate and focused, indicating a sense of purpose and enjoyment in the task at hand.",,,,,,,,,,,,
caption_no_prune,77,566ad4e5-1ce4-4679-9d19-ef63072c848c,causal,"Why did I open the box while organizing the cards, given the observed changes in my attention?",A: I was distracted by the box's placement on the table and decided to move it aside.|B: I was checking if there were additional cards inside the box that needed to be included.|C: I was trying to hide the box from man Y to keep the game a surprise.|D: I was preparing the box for storage after finishing with the cards.|E: I was influenced by man Y鈥檚 actions and thought he wanted me to open it.,0,0,0,,,,0.2789,0.9593,32.9734,800,41.217,Another person man Y moves his hand The camera wearer puts the sachet on the table The camera wearer takes cards The camera wearer places the cards on the table The camera wearer converses to man Y The camera wearer moves his hand Another person man Y turns a paper The camera wearer opens the box,"In the video, we see a person sitting on a couch in a living room. The person is wearing a red and black checkered shirt and glasses. The room has a TV on a stand and a bed with a white sheet in the background. The person is holding a piece of paper and appears to be reading it.  The camera then shifts to a close-up of the person's hands, which are holding a deck of cards. The cards are spread out on a table in front of the person. The person then picks up a card from the deck and places it on the table. The camera focuses on the person's hands and the cards as they continue to shuffle and deal the deck.  The person then picks up a card from the table and places it on the deck. The camera continues to capture the person's hands and the cards as they shuffle and deal the deck again.  The person then picks up a card from the table and places it on the deck. The camera continues to capture the person's hands and the cards as they shuffle and deal the deck again.  The person then picks up a card from the table and places it on the deck. The camera continues to capture the person's hands and the cards as they shuffle and deal the deck again.  The person then picks up a card from the table and places it on the deck. The camera continues to capture the person's hands and the cards as they shuffle and deal the deck again.  The person then picks up a card from the table and places it on the deck. The camera continues to capture the person's hands and the cards as they shuffle and deal the deck again.  The person then picks up a card from the table and places it on the deck. The camera continues to capture the person's hands and the cards as they shuffle and deal the deck again.  The person then picks up a card from the table and places it on the deck. The camera continues to capture the person's hands and the cards as they shuffle and deal the deck again.  The person then picks up a card from the table and places it on the deck. The camera continues to capture the person's hands and the cards as they shuffle and deal the deck again.  The person then picks up a card from the table and places it on the deck. The camera continues to capture the person's hands and the cards as they shuffle and deal the deck again.  The person then picks up a card from the table and places it on the deck. The camera continues to capture the person's hands and the cards as they shuffle and deal the deck again.  The person then picks up a card from the table and places it on the deck. The camera continues to capture the person's hands and the cards as they shuffle and deal the deck again.  The person then picks up a card from the table and places it on the deck. The camera continues to capture the person's hands and the cards as they shuffle and deal the deck again.  The person then picks up a card from the table and places it on the deck. The camera continues to capture the person's hands and the cards as they shuffle and deal the deck again.  The person then picks up a card from the table and places it on the deck. The camera continues to capture the person's hands and the cards as they shuffle and deal the deck again.  The person then picks up a card from the table and places it on the deck. The camera continues to capture the person's hands and the cards as they shuffle and deal the deck again.  The person then picks up a card from the table and places it on the deck. The camera continues to capture the person's hands and the cards as they shuffle and deal the deck again.  The person then picks up a card from the table and places it on the deck. The camera continues to capture the person's hands and the cards as they shuffle and deal the deck again.  The person then picks up a card from the table and places it on the",,,,,,,,,,,,
caption_no_prune,78,2bb31b69-fcda-4f54-8338-f590944df999,temporal,What did the viewer look at immediately after A lady X collected the cards in Frame 1?,A: The instruction paper on the floor.|B: The cards being picked up by C.|C: The couch in the background.|D: The plant near the wall.|E: The plastic bag on the carpet.,0,0,0,,,,0.3126,0.9628,9.4489,225,41.995,Another person A lady X collects the cards The camera wearer picks the cards The camera wearer holds the cards Another person A lady X reshuffles the cards The camera wearer arranges the cards Another person A lady X reshuffles the cards The camera wearer reshuffles the cards,"In the video, a person is sitting on the floor with a pile of cards in their hands. They are holding a piece of paper in their other hand. The person is wearing glasses and has long hair. The floor is covered with a rug, and there is a chair and a potted plant in the background. The person is holding the cards in a way that suggests they are about to shuffle or deal the cards. The paper is placed on the floor in front of them, and the person appears to be reading or referring to it while dealing the cards. The scene suggests a casual, interactive activity, possibly a game or a card game. The person's actions indicate they are engaged in a task that involves both the cards and the paper. The setting appears to be a cozy, indoor environment. The person's actions are deliberate and focused, indicating a level of concentration or preparation. The presence of the chair and potted plant adds to the homely atmosphere of the scene. The video captures a moment of interaction between the person and the cards, highlighting the importance of the paper in the context of the activity.",,,,,,,,,,,,
caption_random_r0.5,82,566ad4e5-1ce4-4679-9d19-ef63072c848c,spatial,Where is the object that you focused on most relative to man Y and the table?,"A: The object I focused on most is on the table, directly in front of man Y.|B: The object I focused on most is on the table, to the left of man Y.|C: The object I focused on most is on the table, to the  left of man Y.|D: The object I focused on most is on the floor, near the couch.|E: The object I focused on most is on the table, slightly behind man Y.",0,0,1,,0.5,10,0.3008,0.9421,30.2633,800,37.829,The camera wearer looks at the colleagues The camera wearer looks at the box The camera wearer looks at man Y Another person man Y puts a spectacle on Another person man Y takes #unsure Another person man Y holds the #unsure on the hands Another person man Y takes a sachet Another person man Y puts #unsure in the sachet,"The video depicts a scene in a living room where two individuals are engaged in a card game. The setting appears to be a casual, relaxed environment, possibly a friend's home. The room has a modern decor with a black coffee table in the center, on which various items are scattered, including a few plastic bags and a small box.  1. **Initial Scene**: The person on the left, wearing a red and black checkered shirt, is seated on a chair. They are holding a deck of cards in their hands. The person on the right, dressed in a dark shirt, is standing and appears to be preparing to play the game.  2. **Action**: The person on the left begins to shuffle the deck of cards. They are using their hands to move the cards around, creating a shuffle effect.  3. **Interaction**: The person on the right is also engaged in the game, possibly waiting for their turn to play. They are standing and appear to be observing the shuffling process.  4. **Observation**: The person on the left continues to shuffle the cards, ensuring they are well-organized and ready for the game.  5. **Action**: The person on the right takes a step forward, indicating they are about to play their turn in the game.  6. **Interaction**: The person on the left continues to shuffle the cards, maintaining their focus on the task at hand.  7. **Observation**: The person on the right takes a card from the table, possibly preparing to play their turn.  8. **Action**: The person on the left continues to shuffle the cards, ensuring they are well-prepared for the next move.  9. **Interaction**: The person on the right takes another card from the table, indicating they are about to play their turn.  10. **Observation**: The person on the left continues to shuffle the cards, ensuring they are well-prepared for the next move.  11. **Action**: The person on the right takes a card from the table, indicating they are about to play their turn.  12. **Interaction**: The person on the left continues to shuffle the cards, ensuring they are well-prepared for the next move.  13. **Observation**: The person on the right takes another card from the table, indicating they are about to play their turn.  14. **Action**: The person on the left continues to shuffle the cards, ensuring they are well-prepared for the next move.  15. **Interaction**: The person on the right takes a card from the table, indicating they are about to play their turn.  16. **Observation**: The person on the left continues to shuffle the cards, ensuring they are well-prepared for the next move.  17. **Action**: The person on the right takes another card from the table, indicating they are about to play their turn.  18. **Interaction**: The person on the left continues to shuffle the cards, ensuring they are well-prepared for the next move.  19. **Observation**: The person on the right takes a card from the table, indicating they are about to play their turn.  20. **Action**: The person on the left continues to shuffle the cards, ensuring they are well-prepared for the next move.  21. **Interaction**: The person on the right takes another card from the table, indicating they are about to play their turn.  22. **Observation**: The person on the left continues to shuffle the cards, ensuring they are well-prepared for the next move.  23. **Action**: The person on the right takes a card from the table, indicating they are about to play their turn.  24. **Interaction**: The person on the left continues to shuffle the cards, ensuring they are well-prepared for the next move.  25. **Observation**: The person on the right takes another card from the table, indicating they",,,,,,,,,,,,
caption_no_prune,79,dafc891e-05f0-4734-88c6-1f818ac67a23,spatial,Where is the jigsaw piece that you focused on for the longest time relative to your left hand and the second box?,"A: The jigsaw piece is in the second bowl, to the right of the second box and below your left hand.|B: The jigsaw piece is in your left hand, directly above the second box and slightly to the left.|C: The jigsaw piece is in the first box, to the left of your left hand and below the second box.|D: The jigsaw piece is on the table, to the left of your left hand and above the second box.|E: The jigsaw piece is in the second box, to the right of your left hand and above the second bowl.",0,0,0,,,,0.3247,0.9619,9.1862,219,41.946,The camera wearer moves jigsaw pieces on the table The camera wearer moves jigsaw pieces from the second box to her left hand The camera wearer moves a jigsaw piece from her left hand to the table The camera wearer moves a jigsaw piece from the second box to her left hand The camera wearer moves jigsaw pieces from the second box to the second bowl The camera wearer moves a jigsaw piece from the second box to her left hand The camera wearer drops the jigsaw pieces in the first box The camera wearer moves a jigsaw piece from the second box to the second bowl,"The person in the video is engaged in the process of assembling a jigsaw puzzle. They are standing in a kitchen, surrounded by various objects such as a sink, a cutting board, and a few puzzle pieces scattered on the countertop. The person's hands are actively involved in the puzzle-solving process, with one hand holding a puzzle piece and the other hand placing it into a tray. The tray is positioned on the countertop, and the puzzle pieces are visible on the tray and the countertop. The person is also seen picking up a box of puzzle pieces from the countertop and placing them into the tray. The overall scene suggests a leisurely activity, likely a hobby or a form of mental stimulation. The kitchen setting adds a casual and homey atmosphere to the scene. The person's actions are deliberate and focused, indicating a sense of concentration and enjoyment in the activity. The video captures the simplicity and satisfaction of puzzle-solving, highlighting the process of putting together a jigsaw puzzle. The person's hands are the main focus, emphasizing the manual and tactile aspect of the activity.",,,,,,,,,,,,
caption_random_r0.5,83,566ad4e5-1ce4-4679-9d19-ef63072c848c,spatial,Where is the sachet that man Y took relative to your current gaze direction in Frame 9?,"A: The sachet is on the table, directly in front of my current gaze direction.|B: The sachet is on the table, to the left of my current gaze direction.|C: The sachet is on the table, to the right of my current gaze direction.|D: The sachet is on the floor, behind my current gaze direction.|E: The sachet is on the table, slightly above and to the left of my current gaze direction.",0,0,1,,0.5,10,0.3107,0.9414,8.0872,209,38.695,The camera wearer looks at man Y The camera wearer converses to man Y Another person man Y responds to C The camera wearer talks to man Y The camera wearer moves his hand The camera wearer looks at man Y The camera wearer looks at woman T Another person man Y takes a sachet,"The video depicts a scene in a living room where a group of people is gathered around a table. The focal point is a man wearing a plaid shirt who is seated on a chair. He appears to be engaged in a conversation or presentation, holding a piece of paper in his hands. The room has a casual atmosphere, with a television set and some furniture visible in the background.  As the video progresses, a person wearing a red shirt enters the frame from the right side, and another person wearing a white shirt enters from the left side. These individuals seem to be interacting with the man at the table, possibly engaging in a discussion or sharing information. The man at the table continues to hold the paper and appears to be in the midst of a presentation or explanation.  The room is well-lit, and the overall ambiance suggests a relaxed and informal setting, possibly a casual meeting or gathering. The presence of the television and the casual arrangement of the furniture indicate that this could be a common area in a home or a shared living space.",,,,,,,,,,,,
caption_random_r0.5,84,566ad4e5-1ce4-4679-9d19-ef63072c848c,temporal,What did the viewer look at immediately after shuffling the cards?,A: The television|B: Woman T|C: Man Y|D: The table|E: The floor,0,0,1,,0.5,10,0.3076,0.9497,8.5047,224,37.967,The camera wearer looks at man Y The camera wearer looks at woman T The camera wearer looks at man Y The camera wearer touches the cards The camera wearer looks at woman T The camera wearer moves the cards on the hands The camera wearer shuffles the cards The camera wearer converses to the colleagues,"In the video, we see a group of people gathered in a living room. The scene is dynamic, with individuals moving around and engaging in various activities. The focus is on a person seated on a couch, who appears to be engaged in a conversation or interaction with another individual standing nearby. The person on the couch is wearing a red and black checkered shirt and has a beard. The standing individual is wearing a white shirt and glasses.   The room is furnished with a couch, a coffee table, and a few other pieces of furniture. On the coffee table, there are a few items, including what appears to be a remote control and a small box. The room has a casual and relaxed atmosphere, with the individuals seemingly enjoying each other's company. The camera angle is slightly tilted, capturing the scene from a low angle, which adds a dynamic feel to the video. The lighting is natural, suggesting that the video was taken indoors during the day.   Overall, the video captures a moment of social interaction, with the individuals engaged in conversation or activity, and the setting being a comfortable and familiar environment.",,,,,,,,,,,,
caption_no_prune,80,566ad4e5-1ce4-4679-9d19-ef63072c848c,spatial,Where is the object that you focused on for the longest time relative to the cards in your hand?,"A: The object is on the table, directly in front of the cards in my hand.|B: The object is near the edge of the table, to the left of the cards in my hand.|C: The object is on the floor, behind the cards in my hand.|D: The object is on the table, to the right of the cards in my hand and slightly above them.|E: The object is on the couch, to the right of the cards in my hand.",0,0,0,,,,0.312,0.959,13.0335,316,41.245,Another person man Y opens a sachet Another person woman T puts cards on the table The camera wearer takes the cards Another person woman T takes a paper Another person woman T puts a sachet on the table The camera wearer looks at man Y The camera wearer opens a box Another person woman T puts a card on the table,"The video shows a group of people in a living room, engaged in a card game. The setting includes a coffee table with a few cards and a deck of cards spread out. The individuals are dressed casually, and the room has a relaxed atmosphere.  1. **Initial Scene**: The person in the center of the room is seated on a couch, holding a deck of cards in their hands. They appear to be preparing to deal or shuffle the cards.  2. **Action**: The person on the left side of the frame reaches out to the table, picking up a card and placing it on the table. The person on the right side of the frame reaches out to the table as well, picking up a card and placing it on the table.  3. **Card Distribution**: The person on the left picks up a card from the table and places it on the table, followed by the person on the right doing the same. This creates a pattern of cards being picked up and placed back on the table.  4. **Card Distribution Continues**: The pattern continues, with each person picking up a card and placing it on the table. The cards are spread out in a somewhat random manner.  5. **Observation**: The individuals are focused on their task, and their actions are deliberate, indicating a game or a casual gathering where card games are being played.  6. **Conclusion**: The video captures the process of card distribution in a relaxed setting, with each person contributing to the ongoing game. The environment is informal, and the individuals seem to be enjoying the activity.",,,,,,,,,,,,
caption_random_r0.5,85,2bb31b69-fcda-4f54-8338-f590944df999,causal,"Why did I read the paper while A lady X was holding the cards, considering the shifts in my attention?",A: I was trying to understand the rules of the game before we started playing.|B: I was distracted by the movements of A lady X as she handled the cards.|C: I was checking if the cards were properly shuffled by observing A lady X's actions.|D: I was waiting for A lady X to finish talking so I could start reading.|E: I was ensuring that A lady X was following the instructions correctly.,0,0,1,,0.5,10,0.3035,0.9526,8.1885,212,38.625,Another person A lady X places the cartoon aside The camera wearer holds the cards Another person A lady X talks with C Another person A lady X pulls down her mask The camera wearer reads the paper Another person A lady X places the cards on the table Another person A lady X talks with C The camera wearer reads the paper,"The video depicts a scene where two individuals are seated on a rug in a living room. The person in the foreground is holding a piece of paper with text on it, while the person in the background is engaged in an activity involving a small object. The person in the foreground is wearing a blue sweater and glasses, and they are holding the paper up to the camera. The person in the background is wearing a pink sweater and a red scarf, and they are holding a small object in their hands. The background includes a couch, a plant, and some other household items. The video appears to be a casual, everyday moment captured in a living room setting. The person in the foreground is likely reading or discussing the paper, while the person in the background is possibly engaged in a different activity. The scene is simple and straightforward, with no additional objects or people visible in the frame. The focus is on the interaction between the two individuals and the objects they are handling. The video does not contain any action or movement that is not visible in the frame.",,,,,,,,,,,,
caption_no_prune,81,dafc891e-05f0-4734-88c6-1f818ac67a23,causal,"Why did I move jigsaw pieces from the first box to the second bowl, given the observed changes in my attention?","A: I was trying to sort the pieces by color, and my gaze shifted towards the second bowl as a designated area for certain colors.|B: I was distracted by the scissors on the table and accidentally moved the pieces to the second bowl.|C: I was organizing the puzzle pieces into different bowls based on their shapes, and my gaze indicated that the second bowl was meant for corner pieces.|D: I was influenced by someone else's suggestion to put specific pieces in the second bowl.|E: I was randomly placing pieces without any particular pattern or focus.",0,0,0,,,,0.2831,0.9558,9.1606,222,41.264,The camera wearer moves jigsaw pieces from the table to the second bowl The camera wearer moves the jigsaw pieces in the second box The camera wearer moves jigsaw pieces from the second box to the second bowl The camera wearer moves the jigsaw pieces in the second box The camera wearer moves jigsaw pieces from the first box to the table The camera wearer moves jigsaw pieces from the first box to the second bowl The camera wearer picks jigsaw pieces from the first box The camera wearer moves jigsaw pieces from her left hand to the first bowl,"The person in the video is engaged in the process of assembling a jigsaw puzzle. They are seen sorting through a box of puzzle pieces, which is placed on a table. The person's hands are actively engaged in picking up and organizing the pieces, ensuring they are in the correct order for the puzzle. The table is cluttered with various items, including a box of puzzle pieces, a bowl, and other miscellaneous objects. The person's focus is on the task at hand, with a clear intention to complete the puzzle. The overall scene suggests a casual, home-based activity, possibly part of a leisure activity or a hobby. The person's movements are deliberate and methodical, indicative of their attention to detail and the importance of the task at hand. The video captures the simplicity and satisfaction of a quiet, solitary activity. The background elements, such as the kitchen and other household items, provide context but do not distract from the main focus of the video. The person's actions are consistent with those of someone who is passionate about puzzles, as they are methodical and focused on the task at hand.",,,,,,,,,,,,
caption_random_r0.5,86,2bb31b69-fcda-4f54-8338-f590944df999,causal,"Why did I reshuffle the cards while playing with A lady X, given the observed changes in my attention?",A: I was trying to ensure a fair game by mixing the cards thoroughly.|B: I was distracted by the cards on the floor and kept looking at them.|C: I was checking if any specific card was missing from the deck.|D: I was preparing for a magic trick during the game.|E: I was mimicking A lady X's actions as she also handled her cards.,0,0,1,,0.5,10,0.3081,0.951,8.7318,226,38.636,The camera wearer picks the cards Another person A lady X laughs Another person A lady X holds the cards The camera wearer lifts the cards The camera wearer reshuffles the cards Another person A lady X talks with C,"The video depicts a scene where two individuals are engaged in a card game. The person in the foreground is holding a deck of cards, which they are shuffling. The individual in the background is seated on the floor, wearing glasses and a pink sweater. The person in the foreground is also wearing glasses and has long hair. The setting appears to be a living room with a carpeted floor and a few pieces of furniture in the background, including a couch and a chair. The focus of the video is on the interaction between the two individuals as they engage in the card game. The person in the foreground is actively shuffling the cards, while the individual in the background appears to be observing or waiting for their turn. The overall atmosphere of the video is casual and relaxed. The video captures the essence of a simple, fun activity that can be enjoyed by friends or family in a comfortable setting. The lighting in the room is warm, contributing to the cozy ambiance of the scene. The video does not show any other people or objects in the background, keeping the focus solely on the two individuals and their interaction with the cards.",,,,,,,,,,,,
caption_no_prune,82,566ad4e5-1ce4-4679-9d19-ef63072c848c,spatial,Where is the object that you focused on most relative to man Y and the table?,"A: The object I focused on most is on the table, directly in front of man Y.|B: The object I focused on most is on the table, to the left of man Y.|C: The object I focused on most is on the table, to the  left of man Y.|D: The object I focused on most is on the floor, near the couch.|E: The object I focused on most is on the table, slightly behind man Y.",0,0,0,,,,0.3026,0.9506,16.1932,400,40.483,The camera wearer looks at the colleagues The camera wearer looks at the box The camera wearer looks at man Y Another person man Y puts a spectacle on Another person man Y takes #unsure Another person man Y holds the #unsure on the hands Another person man Y takes a sachet Another person man Y puts #unsure in the sachet,"The video depicts a scene in a living room where two individuals are engaged in a card game. The setting appears to be a casual, relaxed environment, possibly a living room or a small lounge area. The room has a television on a stand, a couch, and various other furniture pieces.  1. **Initial Scene**: The person on the left is holding a deck of cards, which is visible in the foreground. The individual on the right is seated on a couch, wearing a red and black checkered shirt and jeans. They are holding a deck of cards in their hands, which are visible in the video.  2. **Action**: The person on the left places the deck of cards on the table in front of them. The person on the right then picks up the cards from the table and begins to shuffle them.  3. **Shuffling**: The individual on the right shuffles the cards, moving them around and turning them over to mix them thoroughly. This process is crucial for ensuring that the cards are well mixed and that the deck is fair.  4. **Distribution**: After shuffling, the person on the right distributes the cards evenly among themselves and the person on the left. This is done by placing the cards on the table in a way that each person has an equal share.  5. **Game Setup**: The cards are now spread out on the table, and the individuals are ready to begin the game. The game setup includes the cards, a deck of cards, and possibly some other game-related items.  6. **Game Play**: The individuals engage in a card game, possibly a simple trick-taking game or a more complex strategy game. They interact with the cards, possibly dealing, looking at the cards, and possibly shuffling them again if needed.  Throughout the video, the focus is on the game setup and the actions of the individuals as they engage in the card game. The environment is casual and relaxed, with no additional objects or distractions visible in the scene.",,,,,,,,,,,,
caption_random_r0.5,87,566ad4e5-1ce4-4679-9d19-ef63072c848c,causal,"Why did I open the box while man Y was handling a sachet, considering the shifts in my attention?","A: I was trying to find something specific inside the box that would complement what man Y was doing with the sachet.|B: I was distracted by the contents of the box and wanted to explore it further.|C: I was preparing the box for storage after observing man Y's actions with the sachet.|D: I was mimicking man Y鈥檚 behavior, thinking he might need help with the sachet.|E: I was checking if the box contained any items relevant to our ongoing task.",0,0,1,,0.5,10,0.3136,0.9483,15.0052,393,38.181,The camera wearer looks at the colleagues The camera wearer looks at the box The camera wearer looks at man Y Another person man Y puts a spectacle on Another person man Y takes #unsure Another person man Y holds the #unsure on the hands Another person man Y takes a sachet Another person man Y puts #unsure in the sachet,"The video depicts a scene in a living room where two individuals are engaged in a card game. The setting appears to be a casual, relaxed environment, possibly a living room or a small lounge area.  1. **Setting**: The room has a modern decor with a mix of furniture and decor. There is a coffee table in the center of the room, on which various items are placed, including a few cards and some plastic bags. In the background, there is a television on a stand, a chair, and a few other household items.  2. **Individuals**: Two individuals are present in the scene. One person is seated on a chair, wearing a red and black checkered shirt and blue jeans. The other person is standing and appears to be engaged in the card game. This individual is wearing a red shirt and dark pants.  3. **Activity**: The individual seated on the chair is holding a deck of cards in their hands. They are looking at the cards, possibly preparing to shuffle or deal. The standing individual is also holding a deck of cards, suggesting they are participating in the game.  4. **Action**: The individual seated on the chair is now holding a card in their hand, which they are likely about to shuffle or deal. The standing individual is also holding a card, indicating they are part of the game and are likely to be dealt cards as well.  5. **Interaction**: The individuals are engaged in a card game, likely a deck-building or card matching game. The standing individual is likely dealing cards to the seated individual, who is then expected to shuffle and deal the cards.  6. **Environment**: The room is well-lit, with natural light coming in from the windows, which are covered with curtains. The overall atmosphere is casual and friendly, conducive to a social game session.  This detailed description captures the essence of the scene, focusing on the actions, objects, and setting involved in the card game.",,,,,,,,,,,,
caption_no_prune,83,566ad4e5-1ce4-4679-9d19-ef63072c848c,spatial,Where is the sachet that man Y took relative to your current gaze direction in Frame 9?,"A: The sachet is on the table, directly in front of my current gaze direction.|B: The sachet is on the table, to the left of my current gaze direction.|C: The sachet is on the table, to the right of my current gaze direction.|D: The sachet is on the floor, behind my current gaze direction.|E: The sachet is on the table, slightly above and to the left of my current gaze direction.",0,0,0,,,,0.2988,0.9596,11.0114,267,41.241,The camera wearer looks at man Y The camera wearer converses to man Y Another person man Y responds to C The camera wearer talks to man Y The camera wearer moves his hand The camera wearer looks at man Y The camera wearer looks at woman T Another person man Y takes a sachet,"In the video, a man is seated on a couch in a living room. He is wearing a red and black checkered shirt and glasses. He is holding a piece of paper in his hands. The room has a television on a stand to his left, and a curtain covering a window behind him. The man appears to be reading the paper or preparing to read it.  Suddenly, a person wearing a red and black checkered shirt walks into the frame from the right side of the room. This person is also holding a piece of paper. The man on the couch looks up and seems to be interacting with the person who has just entered the frame. The person on the couch then hands the paper to the man who is seated, who appears to be reading it.  The scene then shifts to a different angle where the man on the couch is now holding a camera in his hands. He is looking at the camera, possibly taking a picture or recording something. The person who had just handed him the paper is no longer visible in the frame.  The man on the couch continues to hold the camera, possibly preparing to take a picture or recording. The room remains the same, with the television and curtain in the background. The man on the couch appears to be focused on the camera, possibly adjusting it or preparing to use it.",,,,,,,,,,,,
caption_random_r0.5,88,566ad4e5-1ce4-4679-9d19-ef63072c848c,spatial,Where is the object I am looking at in Frame 8 relative to my position and other objects on the table?,"A: The paper is on the table, directly in front of me, slightly to the right of the cards I placed earlier.|B: The paper is on the table, to the left of the box I opened.|C: The paper is on the table, behind the cards I took from the box.|D: The paper is on the table, to the left of the sachet I put there.|E: The paper is on the table, in front of the TV stand.",0,0,1,,0.5,10,0.284,0.9496,8.1559,213,38.291,Another person man Y moves his hand The camera wearer puts the sachet on the table The camera wearer takes cards The camera wearer places the cards on the table The camera wearer converses to man Y The camera wearer moves his hand Another person man Y turns a paper The camera wearer opens the box,"In the video, a person is seated on a chair in a living room. The room has a couch and a TV in the background. The person is holding a piece of paper and appears to be engaged in some activity, possibly reading or writing. The camera is positioned at a low angle, capturing the person from the side.  The person is surrounded by various objects on the table in front of them. There are several cards scattered on the table, some of which are visible in the foreground. The cards are in various positions, some lying flat and others stacked or folded. Additionally, there are some objects that appear to be small packages or containers, possibly related to the activity the person is engaged in.  The person is wearing a red and black checkered shirt and appears to be focused on the task at hand. The room has a casual and relaxed atmosphere, with the person's actions suggesting a moment of concentration or perhaps a break from a more active activity. The overall scene conveys a sense of everyday life, with the person seemingly absorbed in their task.",,,,,,,,,,,,
